mode,en,rep,term,ko,grade,level,followed_decoy,decoy,issues,finish,sentence
none,thymus,가슴샘,흉선,의사의 문서에 흉선이 언급되었다.,정답(동의어),exact,,,[],stop,The doctor's document mentioned thymus.
none,pseudoepicanthus,거짓눈구석주름,가짜몽고주름,의사의 문서에 가짜몽고주름이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned pseudoepicanthus.
none,in utero,자궁내,자궁 내,의사의 문서에 자궁 내가 언급되었다.,정답(대표),nospace,,,[],stop,The doctor's document mentioned in utero.
none,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,이영양성 수포성 표피박리증,이 보고서는 이 환자에서 이영양성 수포성 표피박리증을 기록했습니다.,오답,-,,,[],stop,The report documented epidermolysis bullosa dystrophica in this patient.
none,functional ileus,기능창자막힘증,기능성 장폐색,의사의 문서에 기능성 장폐색이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned functional ileus.
none,colonic serosa,잘록창자장막층,결장 장막,의사의 문서에 결장 장막이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned colonic serosa.
none,sideroblastic anaemia,철적혈모구빈혈,철아구성 빈혈,이 환자에게서 철아구성 빈혈이 보고되었습니다.,오답,-,,,[],stop,The report documented sideroblastic anaemia in this patient.
none,prandial,식사-,식사 시의,의사의 문서에 식사 시의가 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned prandial.
none,infanthood,영아기,유아기,의사의 문서가 유아기를 언급했다.,오답,-,,,[],stop,The doctor's document mentioned infanthood.
none,rothmund thomson syndrome,로트문드 톰슨 증후군,로트문트-톰슨 증후군,보고서는 이 환자에서 로트문트-톰슨 증후군을 문서화했습니다.,오답,-,,,[],stop,The report documented rothmund thomson syndrome in this patient.
none,high quality-hcv ab,정밀면역검사-C형간염항체,고품질-hcv ab,이 환자에게 고품질-hcv ab가 시행되었습니다.,오답,-,,,['bad_chars'],stop,high quality-hcv ab was performed on this patient.
none,echo pulse,초음파,에코 펄스,의사의 문서에 에코 펄스가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned echo pulse.
none,intramuscular nerve stimulation,근육내신경자극치료,근육내 신경 자극,의사의 문서는 근육내 신경 자극을 언급했다.,오답,-,,,[],stop,The doctor's document mentioned intramuscular nerve stimulation.
none,anisometropic amblyopia,굴절부등약시,부동시 약시,이 보고서는 이 환자에서 부동시 약시를 기록했습니다.,오답,-,,,[],stop,The report documented anisometropic amblyopia in this patient.
none,traumatic sah,외상성 지주막하출혈,외상성 뇌지주막하출혈,보고서는 이 환자에서 외상성 뇌지주막하출혈을 기록했습니다.,오답,-,,,[],stop,The report documented traumatic sah in this patient.
none,kakidrosis,땀악취증,액취증,보고서는 이 환자에서 액취증을 문서화했다.,오답,-,,,[],stop,The report documented kakidrosis in this patient.
none,plate,평판,플레이트,의사의 문서에 플레이트가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned plate.
none,paraspasm,대칭성연축,파라스파즘,의사의 문서에는 파라스파즘이 언급되어 있었다.,오답,-,,,[],stop,The doctor's document mentioned paraspasm.
none,mescaline,메스칼린,메스칼린,의사의 문서에 메스칼린이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned mescaline.
none,gangliectomy,신경절절제(술),신경절절제술,의사의 문서에 신경절절제술이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned gangliectomy.
none,carpometacarpal joint structure,손목손허리관절,수근중수관절 구조,의사의 문서는 수근중수관절 구조를 언급했습니다.,오답,-,,,[],stop,The doctor's document mentioned carpometacarpal joint structure.
none,cystica ureteritis,낭성 요관염,요관낭종,보고서에는 이 환자에게 요관낭종이 있다고 기록되어 있다.,오답,-,,,[],stop,The report documented cystica ureteritis in this patient.
none,chemohormonal,화학호르몬-,화학호르몬,의사의 문서에 화학호르몬이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned chemohormonal.
none,ancylostoma ceylanicum,실론구충,ancylostoma ceylanicum,의사의 문서에 ancylostoma ceylanicum이 언급되었습니다.,오답,-,,,['bad_chars'],stop,The doctor's document mentioned ancylostoma ceylanicum.
none,milieu therapy,환경 치료요법,밀리외 요법,의사의 문서에 밀리외 요법이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned milieu therapy.
none,evacuation of empyema,축농 제거,농흉 배액,이 환자에서 농흉 배액이 문서화되었다.,오답,-,,,[],stop,The report documented evacuation of empyema in this patient.
none,triketohydrindene hydrate test,닌히드린검사,닌히드린 반응,의사의 문서에는 닌히드린 반응이 언급되어 있었다.,오답,-,,,[],stop,The doctor's document mentioned triketohydrindene hydrate test.
none,conglutinogen activating factor,교착원활성인자,콩글루티노겐 활성화 인자,의사의 문서에 콩글루티노겐 활성화 인자가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned conglutinogen activating factor.
none,dislocation of wrist,손목의 탈구,손목 탈구,이 보고서는 이 환자의 손목 탈구를 기록했습니다.,오답,-,,,[],stop,The report documented dislocation of wrist in this patient.
none,triple test,삼중검사,삼중 검사,의사의 문서에서 삼중 검사가 언급되었습니다.,정답(대표),nospace,,,[],stop,The doctor's document mentioned triple test.
none,cogan's disease,코오간병,코건 질환,보고서는 이 환자에서 코건 질환을 기록했습니다.,오답,-,,,[],stop,The report documented cogan's disease in this patient.
none,double bladder,중복방광,이중 방광,의사의 문서에 이중 방광이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned double bladder.
none,derangement of patella,무릎뼈의 장애,슬개골의 장애,이 환자의 보고서는 슬개골의 장애를 기록했습니다.,오답,-,,,[],stop,The report documented derangement of patella in this patient.
none,debanding,밴드제거,밴드 제거,의사의 문서에 밴드 제거가 언급되었습니다.,정답(대표),nospace,,,[],stop,The doctor's document mentioned debanding.
none,interarytenoid notch,모뿔사이패임,후두개주름,의사의 문서에 후두개주름이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned interarytenoid notch.
none,lymphopoiesis,림프구형성,림프구 생성,의사의 문서에 림프구 생성이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned lymphopoiesis.
none,masticatory dysfunction,씹기 기능장애,저작 기능 장애,의사의 문서에 저작 기능 장애가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned masticatory dysfunction.
none,suturing of wound,창상봉합술,상처 봉합,이 환자에서 상처 봉합을 문서화했다.,오답,-,,,[],stop,The report documented suturing of wound in this patient.
none,retaining harness,장치유지,리테이닝 하네스,의사의 서류에 리테이닝 하네스가 언급되어 있었다.,오답,-,,,[],stop,The doctor's document mentioned retaining harness.
none,omsk haemorrhagic fever,옴스크출혈열,오므스크 출혈열,이 보고서는 이 환자에서 오므스크 출혈열을 문서화했습니다.,오답,-,,,[],stop,The report documented omsk haemorrhagic fever in this patient.
none,dural avf,경막의 동정맥루,경막 동정맥루,이 환자의 경막 동정맥루를 보고서에 기록하였다.,정답(동의어),nospace,,,[],stop,The report documented dural avf in this patient.
none,hepatogram,간실질상,간기능검사,의사의 문서에 간기능검사가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned hepatogram.
none,sacrococcygeal,엉치꼬리-,천골미골,의사의 문서에 천골미골이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned sacrococcygeal.
none,cercosporomycosis,세르코스포라진균증,세르코스포로미코시스,의사의 문서에 세르코스포로미코시스가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned cercosporomycosis.
none,lipoid dermatoarthritis,리포이드피부관절염,지방성 피부관절염,보고서는 이 환자의 지방성 피부관절염을 기록했다.,오답,-,,,[],stop,The report documented lipoid dermatoarthritis in this patient.
none,instep island flap,안쪽발바닥섬피판,족배 섬피판,의사의 문서에는 족배 섬피판이 언급되어 있었다.,오답,-,,,[],stop,The doctor's document mentioned instep island flap.
none,assessing waste service,쓰레기처리 능력 사정하기,폐기물 서비스 평가,의사의 서류는 폐기물 서비스 평가를 언급했다.,오답,-,,,[],stop,The doctor's document mentioned assessing waste service.
none,affectivity,정동성,감정성,의사의 문서에 감정성이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned affectivity.
none,dry weight,투석목표체중,건조 중량,의사의 문서에 건조 중량이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned dry weight.
none,spinal injuries,척수 손상,척추 부상,의사의 문서에 척추 부상이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned spinal injuries.
none,crossbite (anterior)(posterior),맞물림이상(앞쪽)(뒤쪽),전방 및 후방 교차교합,보고서는 이 환자에서 전방 및 후방 교차교합을 기록했습니다.,오답,-,,,[],stop,The report documented crossbite (anterior)(posterior) in this patient.
none,neuraxis,신경축,신경축,의사의 문서에 신경축이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned neuraxis.
none,spleen qi deficiency,비기허,비기허,이 보고서는 이 환자에게 비기허를 기록했습니다.,정답(대표),exact,,,[],stop,The report documented spleen qi deficiency in this patient.
none,manage immobilizer care,부동간호 관리,고정 장치 관리,의사의 문서에 고정 장치 관리가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned manage immobilizer care.
none,cervix dilatation,자궁경부개대,자궁경부 개대,의사의 문서에 자궁경부 개대가 언급되었습니다.,정답(대표),nospace,,,[],stop,The doctor's document mentioned cervix dilatation.
none,poor sucking reflex,빨기 반사 어려움,빈약한 빨기 반사,의사의 문서에 빈약한 빨기 반사가 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned poor sucking reflex.
none,high-tension pulse,고긴장맥박,고장력 맥박,의사의 문서에 고장력 맥박이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned high-tension pulse.
none,sp crown setting,스테인레스금관 합착,sp 크라운 세팅,의사의 문서에 sp 크라운 세팅이 언급되었습니다.,오답,-,,,['bad_chars'],stop,The doctor's document mentioned sp crown setting.
none,epiduroscopic neuroplasty,내시경적 경막외강 신경성형술,경막외강내시경 신경성형술,이 보고서는 이 환자에서 경막외강내시경 신경성형술을 기록하였다.,오답,-,,,[],stop,The report documented epiduroscopic neuroplasty in this patient.
