arm,en,pred,rep,grade,level,kcd,words,issues,finish
1c,vertebro-basilar artery syndrome,추골기저동맥증후군,척추-뇌기저동맥증후군,오답,-,G45.0,3,[],stop
1c,impulse conducting system,자극전도계통,심장흥분전도계통,오답,-,,3,[],stop
1c,oncogene,종양유전자,종양유전자,정답(대표),exact,,1,[],stop
1c,cholelithiasis,담석증,담석증,정답(대표),exact,K80,1,[],stop
1c,odontoprisis,마모증,이갈기,오답,-,,1,[],stop
1c,moniliform nucleus,사슬핵,염주핵,오답,-,,2,[],stop
1c,medical genetics,의학유전학,의학유전학,정답(대표),exact,,2,[],stop
1c,meckel's imaging,메켈 영상,메켈스 스캔,오답,-,,2,[],stop
1c,koop's modified pylomyotomy,쿱의 변형 유문근절개술,쿱의 수정 유문근층 절개,오답,-,,3,[],stop
1c,endovascular ultrasonography,혈관내 초음파검사,혈관내 초음파촬영,오답,-,,2,[],stop
1c,uterine arteriography,자궁동맥조영술,복부및골반동맥조영-자궁동맥,오답,-,,2,[],stop
1c,absolute scotoma,절대암점,절대암점,정답(대표),exact,,2,[],stop
1c,meshwork,망상조직,섬유주,오답,-,,1,[],stop
1c,myotonic disorders,근강직성 질환,근긴장장애,오답,-,G71.1,2,[],stop
1c,hyperthyroxinemia,고티록신혈증,고티록신혈증,정답(대표),exact,,1,[],stop
1c,hyeopgye,협계,협계(俠谿),오답,-,,1,[],stop
1c,video-urodynamic study,비디오요동역학검사,영상요역동학검사,오답,-,,2,[],stop
1c,gastroenteritis paratyphosa,파라장티푸스,파라티푸스위창자염,오답,-,,2,[],stop
1c,coffin-siris syndrome,코핀-시리스 증후군,코핀-시리스 증후군,정답(대표),exact,Q87.5,2,[],stop
1c,proacrosomal granule,전체세립과립,풋첨단체과립,오답,-,,2,[],stop
1c,intermedia thalassaemia,중간형 지중해빈혈,중간형 지중해빈혈,정답(대표),exact,D56.1,2,[],stop
1c,joint swelling non-inflammatory,비염증성 관절 종창,비염증 관절 부기,오답,-,,3,[],stop
1c,death,사망,사,오답,-,R99,1,[],stop
1c,assess enema,관장 평가,관장 사정,오답,-,,2,[],stop
1c,autonomic insufficiency,자율신경기능부전,자율신경부전,오답,-,,2,[],stop
1c,assess hospice,호스피스 평가,호스피스 사정,오답,-,,2,[],stop
1c,multiple adenomatous polyps,다발성 선종성 폴립,다발성 샘종성 폴립,정답(동의어),exact,,3,[],stop
1c,immature proglottid,미성숙절편,미성숙편절,오답,-,,2,[],stop
1c,peptonization,펩톤화,펩톤화,정답(대표),exact,,1,[],stop
1c,rectal,직장의,곧창자-,오답,-,,1,[],stop
1c,transurethral intravesical electrotherapy,경요도 방광내 전기요법,요도경유방광속전기요법,정답(동의어),nospace,,3,[],stop
1c,hyposegmentation,과분염 감소,저분절증,오답,-,,1,[],stop
1c,sirenomelia syndrome,인어증후군,인어다리 증후군,오답,-,Q87.2,2,[],stop
1c,paraphilia,성도착증,성도착(증),오답,-,,1,[],stop
1c,vaccination against staphylococcus,포도알균 예방접종,포도구균 예방접종,오답,-,,3,[],stop
1c,isosorbide,이소소르비드,이소소르바이드,오답,-,,1,[],stop
1c,psoriatic spondylitis,건선성 척추염,건선척추염,오답,-,M07.2,2,[],stop
1c,bone inlay,골이식,골내재,오답,-,,2,[],stop
1c,podiatrist,족부전문의,발전문가,오답,-,,1,[],stop
1c,perform infection control,감염 관리 수행,감염통제 수행,오답,-,,3,[],stop
1c,square root sign,제곱근 기호,제곱근모양징후,오답,-,,3,[],stop
1c,cromolyn,크로몰린,크로몰린,정답(대표),exact,,1,[],stop
1c,macrocytic anemia,거대적혈구빈혈,큰적혈구빈혈,오답,-,D52.9,2,[],stop
1c,hyperlipidaemia,고지혈증,고지혈증,정답(대표),exact,,1,[],stop
1c,immunoglobulin class,면역글로불린 클래스,면역글로불린계,오답,-,,2,[],stop
1c,subadventitial fibroplasia,혈관외막하 섬유증식,외막밑섬유증식,오답,-,,2,[],stop
1c,supraclavicular approach,쇄골상 접근법,빗장위접근법,정답(동의어),nospace,,2,[],stop
1c,post-traumatic polyarthrosis,외상성 다발성 관절증,외상후 다발관절증,오답,-,M15.3,2,[],stop
1c,hemacytometry,혈구계산,혈구계수,오답,-,,1,[],stop
1c,single-step growth curve,단일 단계 성장 곡선,일회증식곡선,오답,-,,3,[],stop
1c,fusiform layer,방추층,방추세포층,오답,-,,2,[],stop
1c,apneusis,무호흡,지속들숨,오답,-,,1,[],stop
1c,pupillary seclusion,동공폐쇄,동공차단,오답,-,H21.4,2,[],stop
1c,nodular sclerosis,결절성 경화증,결절경화,오답,-,,2,[],stop
1c,semidirected lead,반향성 도출,반직접유도,오답,-,,2,[],stop
1c,closed reduction,폐쇄정복,비개방정복(술),오답,-,,2,[],stop
1c,subspinous,극하돌기,가시돌기밑-,오답,-,,1,[],stop
1c,anterior resection,전방 절제술,앞방향절제(술),오답,-,,2,[],stop
1c,closed approach,폐쇄적 접근법,폐쇄방법,오답,-,,2,[],stop
1c,general microbiology test,일반미생물검사,일반미생물 검사,정답(대표),nospace,,3,[],stop
1c,dopa-responsive dystonia,도파반응성 이상운동증,도파-반응성 근긴장이상,오답,-,G24.8,2,[],stop
1c,ramus of pubis,치골지,두덩뼈가지,정답(동의어),exact,,3,[],stop
1c,postpartum afibrinogenemia,산후 무피브리노겐혈증,분만후 무피브리노젠혈증,오답,-,O72.3,2,[],stop
1c,tubal tonsil,관편도,귀인두관편도,오답,-,,2,[],stop
1c,posterior thoracic fusion,후방 흉추 융합술,뒷쪽 가슴척추 유합,오답,-,,3,[],stop
1c,premenopause,갱년기전기,폐경전,오답,-,,1,[],stop
1c,myoclonia fibrillaris multiplex,다발성 섬유성 근간대경련,다발잔떨림근대성대발작,오답,-,,3,[],stop
1c,hemoclastic reaction,혈괴반응,혈구파괴반응,오답,-,,2,[],stop
1c,phospholipidemia,인지질혈증,인지질혈증,정답(대표),exact,,1,[],stop
1c,cardiocele,심장허탈,심장류,오답,-,,1,[],stop
1c,polygraph,다원그래프,다원기록기,오답,-,,1,[],stop
1c,fourth heart sound,제4심음,제4심(장)음,오답,-,,3,[],stop
1c,sex cord-stromal tumor,성색-간질 종양,성끈기질종양,오답,-,,3,[],stop
1c,cardiodiaphragmatic angle,심횡격각,심장가로막각,오답,-,,2,[],stop
1c,avulsion fracture,열골,찢김 골절,오답,-,,2,[],stop
1c,atrioventricular septal defect,방실중격결손증,심방실중격결손,오답,-,Q21.2,3,[],stop
1c,cryptogenic sepsis,원인불명 패혈증,특발성패혈증,오답,-,,2,[],stop
1c,primary syphilis,1기 매독,1기매독,정답(대표),nospace,,2,[],stop
1c,dyslipoproteinemia,이상지단백혈증,이상지질단백혈증,오답,-,,1,[],stop
1c,insular sclerosis,섬염,섬경화증,오답,-,,2,[],stop
1c,nasalis muscle,비근육,코근,오답,-,,2,[],stop
1c,pubovaginal,치질골질식,두덩질-,오답,-,,1,[],stop
1c,triaging,분류,중증도 분류,오답,-,,1,[],stop
1c,opium plaster,아편 고약,아편고약,정답(대표),nospace,,2,[],stop
1c,curvature of spine,척추만곡,척주굽이,오답,-,,3,[],stop
1c,chloropsia,녹시증,녹색시,오답,-,,1,[],stop
1c,arsenic mirror,비소경,코거울,오답,-,,2,[],stop
1c,ulceroglandular tularaemia,궤양선형 투라레미아,궤양림프절야생토끼병,오답,-,A21.0,2,[],stop
1c,aerial infection,공기 감염,흡입감염,오답,-,,2,[],stop
1c,phosphene,인광,섬광시,오답,-,,1,[],stop
1c,hill-sachs lesion,힐삭스 병변,힐-샥스 병터,오답,-,,2,[],stop
1c,modified norwood operation,변형 노우드 수술,수정된 노우드수술,오답,-,,3,[],stop
1c,prootic,전이골,귀앞-,오답,-,,1,[],stop
1c,lenticonus,렌콘us,원뿔수정체,오답,-,Q12.8,1,['bad_chars'],stop
1c,dense deposit disease,고침착질환,고밀도침착병,오답,-,,3,[],stop
1c,muscular atrophy,근위축,근위축,정답(대표),exact,M62.59,2,[],stop
1c,hyperestrinism,에스트로겐과다증,여성호르몬과다(증),오답,-,,1,[],stop
1c,old tuberculin,구결핵균소독약,재래식투베르쿨린,오답,-,,2,[],stop
1c,adenomatosis of colon,결장 선종증,결장의 선종증,오답,-,D12.6,3,[],stop
1c,running nose,비루,코감기,오답,-,,2,[],stop
1c,deshielded proton,디실드된 양성자,미차폐양성자,오답,-,,2,[],stop
1c,stage of life,생애주기,생명단계,오답,-,,3,[],stop
1c,endoscopic revision dacryocystorhinostomy,내시경적 교정 누낭비강문합술,내시경 이용 눈물주머니코안 연결 교정,오답,-,,3,[],stop
1c,idiotype-anti-idiotype network,이디오타입-항이디오타입 네트워크,개별특이형항체조절망,오답,-,,2,[],stop
1c,total albinism,전신 백색증,온백색증,정답(동의어),nospace,,2,[],stop
1c,dermoepidermal,표피진피,진피표피-,오답,-,,1,[],stop
1c,blastomyces,블라스토미세스,분아진균(속),오답,-,,1,[],stop
1c,pulex,벼룩,벼룩(속),오답,-,,1,[],stop
1c,sucking disc,흡반,흉반,정답(동의어),exact,,2,[],stop
1c,medial nasal prominence,내측비돌기,내측비융기,오답,-,,3,[],stop
1c,melanoacanthoma,흑색극세포종,멜라닌가시세포종,오답,-,,1,[],stop
1c,shifting reaction,이동 반응,편위반응,오답,-,,2,[],stop
1c,primary amnion,원시 양막,원시양막,정답(대표),nospace,,2,[],stop
1c,hyperreninemia,고레닌혈증,과레닌혈증,오답,-,,1,[],stop
1c,periostitis,골막염,뼈막염,정답(동의어),exact,,1,[],stop
1c,uterine inversion,자궁내반증,자궁뒤집힘,오답,-,,2,[],stop
1c,neonatal oesophageal reflux,신생아 식도역류,신생아식도역류,정답(대표),nospace,P78.8,3,[],stop
1c,cervical vertigo,경추성 어지럼증,경추성 현기증,오답,-,M54.22,2,[],stop
1c,negative pressure,음압,음압,정답(대표),exact,,2,[],stop
1c,naegleria fowleri,파울러자유아메바,파울러자유아메바,정답(대표),exact,,2,[],stop
1c,fisher syndrome,피셔 증후군,피셔증후군,정답(대표),nospace,,2,[],stop
1c,br. tx.,기관지확장제,브릿지 치료,오답,-,,2,[],stop
1c,glaucomatous cataract,녹내장성 백내장,녹내장성백내장,정답(대표),nospace,,2,[],stop
1c,hippuric acid,히푸르산,마뇨산,정답(동의어),exact,,2,[],stop
1c,maxillomandibular disharmony,상하악 부조화,위아래턱부조화,정답(동의어),nospace,,2,[],stop
1c,supernumeric impacted tooth,과잉 매복치,과잉매복치,정답(대표),nospace,K01.18,3,[],stop
1c,calcification of bursa,점액낭 석회화,윤활낭(의) 석회화,오답,-,M71.4,3,[],stop
1c,isomaltase,이소말타아제,이소말타아제,정답(대표),exact,,1,[],stop
1c,hay asthma,건초천식,건초천식,정답(대표),exact,,2,[],stop
1c,lambliasis,람블리아증,람블편모충증,오답,-,,1,[],stop
1c,vaginography,질조영술,질조영(술),오답,-,,1,[],stop
1c,hbab,혈색소,간염 B형 표면항체,오답,-,,1,[],stop
1c,calomel,염화제1수은,감홍,오답,-,,1,[],stop
1c,ricinism,리신 중독,리신증,오답,-,,1,[],stop
1c,first filial generation,제1자송대,일대잡종,오답,-,,3,[],stop
1c,vague symptom,막연한 증상,분명치않는증상,오답,-,,2,[],stop
1c,depigmenting cream,탈색소 크림,탈색크림,오답,-,,2,[],stop
1c,afterloading technique,후장입술,후장진법,오답,-,,2,[],stop
1c,intracranial space-occupying lesion,두개강내 점유 공간 병변,두개내공간점유병변,오답,-,R90.0,3,[],stop
1c,enema apparatus,관장기,관장기,정답(대표),exact,,2,[],stop
1c,core decompression,핵심 감압술,중핵감압,오답,-,,2,[],stop
1c,opsin,옵신,옵신,정답(대표),exact,,1,[],stop
1c,retrouterine hematocele,자궁후혈종,자궁뒤혈액낭종,오답,-,,2,[],stop
1c,picture frustration test,사진좌절검사,그림좌절검사,오답,-,,3,[],stop
1c,nephritic retinitis,신염성 망막염,콩팥염망막염,오답,-,,2,[],stop
1c,buccal gland,협선(볼샘),협선,오답,-,,2,['bad_chars'],stop
1c,rodenticide,살서제,살서제,정답(대표),exact,,1,[],stop
1c,epididymal duct,부고환관,부고환관,정답(대표),exact,,2,[],stop
1c,parrot fever,조류병,앵무새열,오답,-,A70,2,[],stop
1c,halmatogenesis,노화발생,돌연세대변이,오답,-,,1,[],stop
1c,ventriculopleural anastomosis,뇌실-흉막문합술,뇌실가슴막 연결,오답,-,,2,[],stop
1c,heart excess patterns,심실증,심실증,정답(대표),exact,U67,3,[],stop
1c,angiohyalinosis,혈관유리화증,혈관유리질증,오답,-,,1,[],stop
1c,mucopurulent,점액농성,점액고름-,오답,-,,1,[],stop
1c,semiadjustable articulator,반조절성 교합기,반적응교합기,오답,-,,2,[],stop
1c,tubular maximum,세뇨관 최대치,요세관최대값,오답,-,,2,[],stop
1c,protein-losing enteropathy,단백소실성 장병증,단백질소실장병(증),오답,-,,2,[],stop
1c,pharyngoparalysis,인두마비,인두마비,정답(대표),exact,,1,[],stop
1c,aortic(valve) stenosis,대동맥판막협착증,대동맥판협착,오답,-,I35.0,2,[],stop
1c,cyclamate,시클라메이트,시클라메이트,정답(대표),exact,,1,[],stop
1c,mr mapping,MR 매핑,자기공명지도화,오답,-,,2,['bad_chars'],stop
1c,gwollyo,관료,관료(顴髎),오답,-,,1,[],stop
1c,neoadjuvant chemotherapy,선행항암화학요법,신보강화학요법,오답,-,,2,[],stop
1c,nuclear polyhedrosis virus,핵다각체병 바이러스,핵다면체형성바이러스,오답,-,,3,[],stop
1c,microsomia,소체증,작은몸증,오답,-,,1,[],stop
1c,toxic cardiopathy,독성 심근증,독성심장병(증),오답,-,,2,[],stop
1c,precipitate labor,급속 분만,급속 분만,정답(대표),exact,O62.3,2,[],stop
1c,biceps femoris muscle,대퇴이두근,넙다리두갈래근,정답(동의어),exact,,3,[],stop
1c,frontosphenoesthmoidectomy,전접형사골절제술,이마나비사골동절제술,오답,-,,1,[],stop
1c,gustatory hyperesthesia,미각과민,미각과민(증),정답(동의어),exact,,2,[],stop
1c,hyposthenuric urine,저비중뇨,저비중뇨,정답(대표),exact,,2,[],stop
1c,non-exudative,비삼출성,삼출되지않은,오답,-,,1,[],stop
1c,laryngotracheal stenosis,후두기관협착증,후두기관협착(증),오답,-,J39.8,2,[],stop
1c,frontal suture,전두골합,이마봉합선,오답,-,,2,[],stop
1c,colon cecum mass,맹장 결장 종괴,막창자 종괴,오답,-,,3,[],stop
1c,needle electromyography,침근전도검사,바늘근전도검사(법),오답,-,,2,[],stop
1c,dendritic spine,수상돌기,수지상극,오답,-,,2,[],stop
1c,auriculopalpebral reflex,이개안검반사,이개안검반사,정답(대표),exact,,2,[],stop
1c,laryngeal carcinoma,후두암,후두 암종,오답,-,,2,[],stop
1c,assess pulmonary care,폐 간호 평가,호흡기계간호 사정,오답,-,,3,[],stop
1c,muscular dystrophy carrier,근이영양증 보인자,근퇴행위축 보균자,오답,-,G71.0,3,[],stop
1c,acentric occlusion,편심교합,비중심교합,오답,-,,2,[],stop
1c,micromovement,미세운동,미세운동,정답(대표),exact,,1,[],stop
1c,descriptive epidemiology,기술역학,기술역학,정답(대표),exact,,2,[],stop
1c,heteromorphism,이형성,이형,오답,-,,1,[],stop
1c,hydrorachis,수척수,수척추증,오답,-,Q06.4,1,[],stop
1c,tingling,저림,저림,정답(대표),exact,,1,[],stop
1c,torr,토르,토르,정답(대표),exact,,1,[],stop
1c,penicillar arteriole,펜이실러세동맥,붓털세동맥,오답,-,,2,[],stop
1c,ovarian cystectomy,난소낭종절제술,난소 낭종 적출술,정답(동의어),nospace,,2,[],stop
1c,hyperosmolar nonketotic coma,고삼투압성 비케톤성 혼수,고삼투압성비케토산성혼수,오답,-,,3,[],stop
1c,chondrogen,연골형성인자,연골원,오답,-,,1,[],stop
1c,apraxia of speech,구어운동실조,언어의 실행증,오답,-,R48.2,3,[],stop
1c,deltoid flap,삼각근 피판,어깨세모근피판,오답,-,,2,[],stop
1c,platelet,혈소판,혈소판,정답(대표),exact,,1,[],stop
1c,acropathy,지단병,말단병(증),오답,-,,1,[],stop
1c,normokalemic,정칼륨혈증,정상칼륨혈-,오답,-,,1,[],stop
1c,traveling clinic,이동진료,이동진료소,오답,-,,2,[],stop
1c,vibriocide,비브리오살균제,비브리오살균제,정답(대표),exact,,1,[],stop
1c,absence of muscle,근육결손,근육의 결여,오답,-,Q79.8,3,[],stop
1c,clean bench,클린벤치,무균실험대,오답,-,,2,[],stop
1c,pneumonia in ornithosis,조증 폐렴,비둘기병에서의 폐렴,오답,-,J17.8,3,[],stop
1c,pulmonary atelectasis,폐무기폐,무기폐,오답,-,J98.10,2,[],stop
1c,hysterocystocleisis,자궁방광폐쇄술,자궁방광꿰맴(술),오답,-,,1,[],stop
1c,mediterranean tick fever,지중해열,지중해진드기열,오답,-,A77.1,3,[],stop
1c,recurrent thyroid ca,재발성 갑상선암,재발성 갑상선암,정답(대표),exact,C73,3,[],stop
1c,capillaria hepatica,간모세선충,간모세선충,정답(대표),exact,,2,[],stop
1c,pallister-killian syndrome,팔리스터-킬리안 증후군,팰리스터-킬리언 증후군,정답(동의어),exact,Q99.8,2,[],stop
1c,genital infection fungal,생식기 진균 감염,생식 기관 곰팡이 감염,오답,-,,3,[],stop
1c,nodular prurigo,결절성 가려움증,결절가려움발진,오답,-,,2,[],stop
1c,tangential section,접선단면,비스듬절단,오답,-,,2,[],stop
1c,heteropolysaccharide,헤테로다당류,이종다당류,오답,-,,1,[],stop
